time,n1,n2,weight
7,36,40,3.6673007
7,37,09,22.638578
7,35,01,50.861557
7,32,01,20.769247
7,22,10,15.525398
7,28,05,2.8802733
7,32,14,1.811166
7,05,33,21.507166
7,24,30,55.293114
7,28,31,34.438812
7,34,36,23.891047
7,35,36,38.145042
7,22,02,16.047815
7,12,33,8.664489
7,02,07,28.038506
7,02,23,15.73478
7,29,24,25.68718
7,03,20,22.604479
7,30,11,20.230276
7,26,40,40.447838
7,26,37,16.132433
7,37,35,16.24344
7,33,05,21.507166
7,07,01,25.916344
7,37,36,3.8547459
7,23,07,33.39738
7,35,02,14.043866
7,15,30,84.317924
7,02,33,9.113025
7,09,28,27.920761
7,18,33,2.306388
7,03,16,11.519516
7,05,12,21.119986
7,21,37,9.418517
7,36,11,12.890187
7,04,38,6.738663
7,38,19,64.65323
7,12,04,3.4175372
7,10,31,6.6418905
7,20,05,13.068881
7,09,29,5.207925
7,31,38,13.373101
7,11,28,0.42727655
7,31,27,23.15259
7,10,11,19.985933
7,03,02,14.1871805
7,09,02,40.7474
7,29,17,4.463896
7,27,32,5.443709
7,14,32,1.811166
7,16,04,10.855503
7,04,37,15.266078
7,13,26,17.702566
7,28,16,19.37492
7,32,38,53.86374
7,19,29,30.8687
7,09,31,8.930176
7,17,12,26.02764
7,14,09,11.46263
7,02,36,41.045044
7,16,18,17.760786
7,09,37,22.638578
7,22,15,58.797424
7,20,25,22.497118
7,04,09,14.714406
7,33,13,5.0781837
7,11,30,20.230276
7,28,29,13.365743
7,30,14,38.39813
7,12,14,24.75945
7,33,12,8.664489
7,20,40,53.2043
7,31,13,33.527138
7,18,13,9.71546
7,05,23,39.3028
7,19,31,28.568619
7,36,31,19.545897
7,02,22,16.047815
7,07,26,22.823309
7,32,05,20.335415
7,15,35,30.834581
7,19,35,4.150274
7,32,40,46.760494
7,34,16,14.245118
7,32,33,5.0323877
7,23,02,15.73478
7,24,28,35.78318
7,38,33,37.762455
7,21,16,32.550873
7,11,21,21.666433
7,38,12,44.84542
7,15,29,53.65219
7,05,16,17.073132
7,09,01,31.082987
7,18,21,34.279472
7,32,24,10.7767
7,40,39,20.61511
7,04,40,16.660057
7,20,08,16.03948
7,06,28,17.644493
7,40,16,47.07349
7,14,40,23.8003
7,13,27,9.8125
7,08,11,41.069405
7,32,37,66.54635
7,03,27,36.43007
7,30,18,44.678047
7,37,31,28.351074
7,21,01,33.189785
7,22,12,27.60565
7,36,03,10.539952
7,40,09,9.6119375
7,12,30,48.364582
7,11,05,1.894129
7,22,03,15.451758
7,26,39,14.174615
7,13,35,11.369909
7,30,06,12.172844
7,28,14,1.237767
7,14,22,4.548391
7,10,08,11.367337
7,23,05,39.3028
7,14,12,24.75945
7,10,17,5.9055405
7,40,15,75.07838
7,38,32,53.86374
7,22,38,19.08088
7,31,15,36.93854
7,24,31,22.918839
7,20,03,22.604479
7,24,35,23.374432
7,07,39,1.440854
7,12,37,20.823074
7,29,37,19.357428
7,13,25,21.351686
7,03,25,31.85087
7,05,18,19.243273
7,36,26,40.141586
7,38,31,13.373101
7,27,35,7.756718
7,09,35,15.244856
7,02,29,32.28743
7,07,28,17.21289
7,28,06,17.644493
7,14,11,2.0612545
7,38,14,21.77182
7,16,29,39.31857
7,23,19,61.84628
7,37,21,9.418517
7,18,08,9.312594
7,13,16,1.6503707
7,16,23,41.316273
7,14,31,2.8787622
7,10,34,4.271646
7,32,20,18.5298
7,07,40,4.3523235
7,31,09,8.930176
7,02,10,18.871975
7,38,13,48.735214
7,04,17,6.988488
7,36,05,21.774952
7,25,20,22.497118
7,23,22,16.1806
7,35,04,0.4557632
7,33,32,5.0323877
7,31,16,7.2950516
7,05,26,35.836655
7,25,18,11.199786
7,37,17,20.309507
7,22,05,19.873646
7,30,28,28.226667
7,16,33,20.260767
7,12,08,33.155003
7,30,02,25.41869
7,36,16,55.7546
7,30,27,33.096962
7,27,12,6.5598493
7,25,35,6.565544
7,27,34,18.752226
7,36,04,4.285333
7,32,15,23.975637
7,05,10,17.866203
7,17,02,10.467618
7,04,11,25.275436
7,08,17,15.286834
7,37,30,14.317853
7,06,35,33.089294
7,30,07,29.37345
7,40,24,23.91184
7,18,05,19.243273
7,34,02,24.406805
7,29,31,11.274792
7,25,37,32.92234
7,30,03,17.241867
7,38,03,14.160091
7,20,32,18.5298
7,19,27,14.100146
7,36,21,4.7424006
7,05,07,37.290962
7,23,30,6.893645
7,36,29,16.261875
7,36,33,41.17036
7,06,21,0.2988315
7,24,34,20.530224
7,16,19,16.30363
7,03,06,15.725655
7,33,15,28.676659
7,15,38,69.12056
7,34,20,34.300667
7,14,30,38.39813
7,05,29,29.614002
7,20,24,16.705505
7,33,06,8.495199
7,01,37,17.485502
7,40,21,11.606981
7,26,13,17.702566
7,13,29,35.61142
7,01,21,33.189785
7,09,40,9.6119375
7,29,30,29.269167
7,23,01,4.533356
7,24,02,3.0868907
7,11,23,35.412487
7,40,38,9.475592
7,26,35,45.64677
7,29,18,25.123253
7,29,38,13.751176
7,19,25,14.306344
7,11,29,15.135736
7,11,04,25.275436
7,03,24,15.240108
7,09,22,7.9817305
7,10,40,13.350625
7,15,25,36.717205
7,33,34,13.045698
7,17,40,7.292659
7,16,13,1.6503707
7,40,13,47.61882
7,38,35,15.094959
7,06,40,42.635307
7,13,17,32.244118
7,23,06,19.979422
7,29,05,29.614002
7,31,07,8.983439
7,35,24,23.374432
7,25,13,21.351686
7,19,06,2.6918497
7,25,10,14.742571
7,31,19,28.568619
7,25,04,7.0211773
7,12,27,6.5598493
7,30,09,24.709974
7,38,22,19.08088
7,20,27,31.334986
7,16,37,29.078953
7,02,40,31.616344
7,31,28,34.438812
7,02,08,32.628307
7,14,05,6.4486856
7,02,21,23.495956
7,22,23,16.1806
7,28,07,17.21289
7,28,03,8.773796
7,22,30,24.039032
7,21,31,20.222677
7,25,05,37.094753
7,28,18,0.44376728
7,05,40,11.401519
7,24,16,0.8192726
7,10,23,33.551117
7,21,17,12.262492
7,02,37,19.745945
7,39,36,6.494346
7,01,14,44.589134
7,02,35,14.043866
7,11,08,41.069405
7,28,33,15.213923
7,01,23,4.533356
7,18,30,44.678047
7,07,02,28.038506
7,23,17,23.292194
7,34,19,35.789055
7,14,33,1.6461736
7,08,40,21.559004
7,02,03,14.1871805
7,35,38,15.094959
7,27,18,25.27646
7,30,10,7.3046093
7,40,20,53.2043
7,29,26,35.003086
7,27,15,8.68642
7,22,18,31.020245
7,35,13,11.369909
7,13,33,5.0781837
7,36,37,3.8547459
7,16,31,7.2950516
7,16,32,20.549837
7,16,21,32.550873
7,03,23,11.321405
7,28,30,28.226667
7,30,21,8.104124
7,06,23,19.979422
7,26,27,5.00615
7,03,22,15.451758
7,37,25,32.92234
7,33,36,41.17036
7,35,06,33.089294
7,29,13,35.61142
7,34,05,33.60082
7,21,02,23.495956
7,27,40,42.152306
7,17,04,6.988488
7,32,11,0.40125096
7,13,38,48.735214
7,10,05,17.866203
7,15,23,75.3739
7,35,16,14.9294615
7,13,14,27.54117
7,19,37,54.777607
7,12,22,27.60565
7,21,18,34.279472
7,01,34,1.2951832
7,37,11,23.691654
7,08,29,20.321665
7,12,19,9.274382
7,23,09,37.15571
7,40,14,23.8003
7,13,30,49.349194
7,01,09,31.082987
7,27,30,33.096962
7,28,20,16.255173
7,37,12,20.823074
7,21,06,0.2988315
7,18,06,20.810766
7,38,20,51.81182
7,27,26,5.00615
7,30,08,47.195766
7,36,32,46.52774
7,21,20,52.25187
7,29,01,15.116239
7,17,16,15.87194
7,14,38,21.77182
7,07,05,37.290962
7,05,28,2.8802733
7,38,10,8.475867
7,30,04,28.423098
7,34,13,27.613512
7,08,12,33.155003
7,21,30,8.104124
7,22,06,28.964348
7,39,26,14.174615
7,34,33,13.045698
7,29,20,60.188435
7,10,06,6.9035854
7,36,28,45.89228
7,03,36,10.539952
7,20,36,57.785145
7,28,26,19.335634
7,20,26,4.392305
7,17,09,15.404739
7,36,25,28.516987
7,18,15,10.8804245
7,11,36,12.890187
7,19,21,3.9123304
7,34,24,20.530224
7,29,09,5.207925
7,31,18,2.3388753
7,12,32,18.144756
7,15,28,15.717976
7,37,08,61.65342
7,24,01,3.3565252
7,18,29,25.123253
7,23,03,11.321405
7,24,06,12.900667
7,02,11,38.53161
7,11,32,0.40125096
7,35,27,7.756718
7,08,30,47.195766
7,01,40,43.491962
7,02,25,15.942527
7,05,35,16.937292
7,20,31,40.79345
7,34,09,16.887836
7,13,31,33.527138
7,13,21,29.418797
7,34,15,25.777056
7,40,08,21.559004
7,18,36,35.356495
7,07,14,11.986045
7,26,28,19.335634
7,10,03,24.23384
7,13,23,57.394405
7,11,40,32.57701
7,11,09,13.496817
7,26,30,61.897293
7,40,22,17.1186
7,21,10,3.888392
7,22,36,8.84354
7,27,24,13.05255
7,37,32,66.54635
7,36,20,57.785145
7,16,38,39.288357
7,27,31,23.15259
7,18,31,2.3388753
7,32,02,4.278949
7,22,13,40.60721
7,10,25,14.742571
7,37,02,19.745945
7,24,32,10.7767
7,04,35,0.4557632
7,31,08,61.058147
7,08,10,11.367337
7,11,38,26.415035
7,16,03,11.519516
7,02,06,14.266533
7,37,19,54.777607
7,36,34,23.891047
7,13,37,49.83676
7,04,23,30.077986
7,27,19,14.100146
7,06,30,12.172844
7,35,26,45.64677
7,07,23,33.39738
7,37,28,25.867523
7,08,02,32.628307
7,38,24,14.671529
7,07,38,8.529319
7,22,09,7.9817305
7,26,04,25.914745
7,40,18,43.47551
7,16,28,19.37492
7,26,33,14.252467
7,13,18,9.71546
7,34,12,22.870346
7,12,25,7.487475
7,24,25,26.08916
7,20,29,60.188435
7,35,19,4.150274
7,05,37,30.765776
7,03,08,7.3539352
7,37,03,27.226433
7,28,12,22.14913
7,05,02,19.941307
7,13,40,47.61882
7,01,35,50.861557
7,05,38,22.909819
7,15,37,74.840324
7,05,22,19.873646
7,38,15,69.12056
7,37,13,49.83676
7,18,35,2.1510499
7,29,03,18.675411
7,04,16,10.855503
7,23,20,76.155945
7,38,02,24.200274
7,40,04,16.660057
7,13,36,33.949917
7,15,31,36.93854
7,29,02,32.28743
7,33,38,37.762455
7,29,36,16.261875
7,01,31,1.68142
7,23,21,8.464486
7,23,14,29.818094
7,15,17,33.252476
7,40,35,9.574563
7,26,36,40.141586
7,21,11,21.666433
7,30,23,6.893645
7,11,24,7.266462
7,01,32,20.769247
7,33,28,15.213923
7,13,32,4.121242
7,12,34,22.870346
7,26,11,2.2903628
7,16,17,15.87194
7,19,22,49.650032
7,14,04,24.41052
7,17,13,32.244118
7,36,18,35.356495
8,38,18,32.159508
8,38,19,44.46681
8,30,21,4.745765
8,16,37,57.67712
8,04,11,0.32352203
8,31,19,38.37407
8,36,22,6.0213003
8,17,22,11.945133
8,20,27,25.933056
8,15,04,12.086105
8,16,27,11.852286
8,01,21,2.3172164
8,32,20,28.999613
8,38,31,29.701946
8,33,19,21.292946
8,24,09,1.4259224
8,05,27,25.676655
8,10,30,25.51482
8,04,28,0.027154354
8,08,40,44.41153
8,26,36,28.534626
8,13,33,12.176528
8,24,13,9.334808
8,24,25,6.0589294
8,26,38,39.860886
8,14,40,27.924175
8,30,06,2.9054184
8,40,34,24.130098
8,30,27,34.782047
8,17,05,50.51864
8,23,21,21.930853
8,29,23,13.422683
8,38,25,23.470198
8,06,10,16.791134
8,17,09,9.345065
8,10,13,0.34221777
8,09,17,9.345065
8,37,36,27.767178
8,15,20,5.212533
8,12,03,15.501049
8,32,29,3.5858395
8,01,22,20.149889
8,24,33,2.5739949
8,14,08,9.074256
8,23,04,6.5413
8,38,28,7.0123596
8,18,38,32.159508
8,18,26,11.536801
8,31,13,23.960382
8,15,25,37.254417
8,25,40,33.72398
8,10,08,32.91356
8,04,40,41.327656
8,07,36,6.564487
8,32,28,8.626985
8,29,30,63.12138
8,15,18,8.835543
8,13,18,4.687838
8,20,05,11.979092
8,02,03,55.729683
8,08,10,32.91356
8,16,31,3.97405
8,25,20,33.18553
8,16,23,32.328632
8,04,07,6.3675494
8,03,20,53.940815
8,24,30,6.871864
8,40,12,24.235704
8,25,08,38.66303
8,18,37,27.00304
8,04,02,3.92718
8,33,13,12.176528
8,16,38,46.15542
8,12,13,2.1388085
8,22,30,22.792105
8,35,06,9.140087
8,21,39,1.3000948
8,22,09,25.660875
8,11,22,23.032026
8,01,15,53.693626
8,15,13,18.745802
8,32,35,2.7361298
8,15,31,41.0397
8,17,04,14.981766
8,33,27,6.0922384
8,24,03,13.895216
8,28,32,8.626985
8,40,17,23.722588
8,05,12,14.424646
8,28,12,4.9881306
8,15,08,7.151457
8,28,38,7.0123596
8,30,25,47.079006
8,30,10,25.51482
8,33,36,41.974392
8,25,15,37.254417
8,28,11,11.018372
8,20,33,31.257092
8,25,03,37.21409
8,28,29,4.318029
8,08,01,23.447569
8,35,13,29.212925
8,28,37,32.32148
8,15,01,53.693626
8,34,37,26.025455
8,19,33,21.292946
8,29,28,4.318029
8,20,35,24.268446
8,36,24,78.099686
8,10,16,3.2423255
8,13,22,44.616734
8,28,07,3.2090292
8,30,02,26.16173
8,25,37,34.13292
8,32,12,3.1884606
8,15,34,19.544273
8,12,19,14.307439
8,25,13,22.25438
8,06,35,9.140087
8,12,33,9.671147
8,14,22,31.49577
8,35,16,10.537084
8,01,16,23.163742
8,15,40,20.465372
8,08,37,29.859154
8,03,32,8.228968
8,06,38,31.172897
8,14,02,9.585777
8,05,34,39.29654
8,25,09,18.137344
8,28,20,5.552249
8,14,15,15.633498
8,32,40,45.63145
8,02,14,9.585777
8,20,36,29.363848
8,08,09,0.88518584
8,40,01,41.51607
8,09,01,3.9301271
8,25,12,19.889465
8,08,21,63.67497
8,39,40,38.790375
8,13,06,15.135655
8,12,38,43.818096
8,19,32,16.497633
8,22,37,10.806535
8,08,15,7.151457
8,09,37,20.742086
8,30,23,11.938703
8,31,02,6.5068746
8,18,04,26.576384
8,38,22,11.153952
8,31,10,3.9270144
8,17,40,23.722588
8,03,37,21.313814
8,21,04,66.274734
8,12,30,75.170944
8,22,13,44.616734
8,37,16,57.67712
8,10,31,3.9270144
8,06,01,3.5535014
8,38,15,19.727581
8,21,10,7.304044
8,34,12,21.63266
8,15,14,15.633498
8,13,24,9.334808
8,38,33,33.989624
8,05,14,60.76789
8,29,08,33.658817
8,36,33,41.974392
8,23,17,25.045755
8,04,09,7.165784
8,08,25,38.66303
8,29,10,3.625358
8,04,06,14.352468
8,02,30,26.16173
8,11,40,15.375928
8,35,08,0.21398483
8,17,12,35.648956
8,05,25,21.383062
8,36,08,37.189075
8,27,21,3.6536007
8,20,31,67.0888
8,31,28,15.8899975
8,18,13,4.687838
8,34,15,19.544273
8,04,15,12.086105
8,08,34,12.412445
8,26,06,26.706865
8,40,36,3.3782587
8,38,34,21.112276
8,12,17,35.648956
8,36,35,14.085028
8,31,08,26.864777
8,14,05,60.76789
8,38,10,18.97414
8,03,29,4.759855
8,19,05,9.027492
8,10,21,7.304044
8,39,03,9.007295
8,09,15,10.383624
8,36,21,7.831825
8,01,09,3.9301271
8,13,23,47.33011
8,29,16,28.100163
8,12,23,56.04788
8,36,11,7.6245227
8,02,18,32.731377
8,08,02,30.403067
8,02,07,23.102083
8,28,16,21.115356
8,05,20,11.979092
8,09,38,18.69998
8,14,36,3.5130234
8,05,04,34.60743
8,22,17,11.945133
8,32,18,1.5893688
8,17,02,19.2709
8,09,04,7.165784
8,24,36,78.099686
8,35,01,5.644253
8,23,20,77.44081
8,34,24,33.842213
8,36,27,43.85022
8,25,36,29.95219
8,11,01,11.944679
8,03,18,23.524475
8,23,08,42.751553
8,08,12,10.452976
8,27,29,27.8848
8,21,02,14.339957
8,36,03,45.019867
8,40,06,46.210655
8,08,16,18.542845
8,30,26,14.948939
8,09,02,55.65965
8,15,16,35.832222
8,12,04,2.9700816
8,27,06,2.4573517
8,33,24,2.5739949
8,15,17,13.764214
8,13,27,6.067022
8,16,04,1.066582
8,08,31,26.864777
8,09,24,1.4259224
8,11,03,3.717612
8,05,35,7.2055354
8,24,35,13.596234
8,37,35,6.9162755
8,31,38,29.701946
8,35,37,6.9162755
8,38,01,11.390857
8,38,26,39.860886
8,33,15,5.8929057
8,19,31,38.37407
8,19,21,8.566896
8,13,30,66.91673
8,27,02,25.044245
8,37,02,6.732385
8,35,32,2.7361298
8,04,35,6.093851
8,10,04,7.8084283
8,21,40,0.99358344
8,05,23,68.66623
8,08,14,9.074256
8,10,06,16.791134
8,14,23,40.13047
8,07,18,10.454183
8,12,34,21.63266
8,21,20,30.162773
8,26,28,15.327767
8,10,34,0.5894872
8,06,07,1.7831575
8,34,29,37.46382
8,25,31,7.0501556
8,18,30,42.292282
8,34,32,21.985363
8,15,30,5.90366
8,21,31,0.14269821
8,14,38,31.73517
8,37,10,30.34456
8,17,08,41.370525
8,14,17,3.2711499
8,21,05,17.337378
8,22,12,41.313633
8,02,17,19.2709
8,37,15,12.815066
8,02,21,14.339957
8,24,28,5.8128233
8,29,11,8.964943
8,21,16,30.97947
8,27,05,25.676655
8,09,40,37.873993
8,11,28,11.018372
8,23,11,16.54654
8,01,38,11.390857
8,40,11,15.375928
8,22,11,23.032026
8,27,01,0.3185837
8,29,19,27.48582
8,40,13,61.240902
8,32,38,36.4053
8,05,11,22.03622
8,40,32,45.63145
8,12,28,4.9881306
8,11,05,22.03622
8,05,37,59.646088
8,05,33,13.387765
8,13,31,23.960382
8,17,13,14.951778
8,14,12,23.696495
8,05,19,9.027492
8,19,35,1.003048
8,21,08,63.67497
8,27,36,43.85022
8,40,16,20.325539
8,40,04,41.327656
8,06,04,14.352468
8,22,19,52.72297
8,40,19,56.9606
8,34,08,12.412445
8,30,14,38.923225
8,19,25,13.167087
8,02,31,6.5068746
8,02,36,4.582393
8,34,18,11.373018
8,06,40,46.210655
8,36,13,33.614418
8,38,06,31.172897
8,37,12,36.998943
8,24,31,66.234215
8,05,30,36.650993
8,30,05,36.650993
8,07,04,6.3675494
8,37,25,34.13292
8,13,29,11.64988
8,31,27,20.850084
8,36,09,38.591824
8,37,33,41.36406
8,14,13,27.283815
8,38,13,28.527449
8,10,07,0.21293105
8,40,08,44.41153
8,30,16,1.3655795
8,08,35,0.21398483
8,36,40,3.3782587
8,37,26,16.40867
8,16,10,3.2423255
8,16,01,23.163742
8,30,04,7.572651
8,16,22,37.404537
8,18,31,5.3777285
8,24,40,31.771034
8,26,05,1.761091
8,30,03,16.937336
8,10,09,9.516741
8,37,27,58.35994
8,27,38,43.160732
8,03,34,39.659763
8,17,10,8.736321
8,05,13,14.088687
8,21,13,13.853076
8,35,24,13.596234
8,09,34,9.355413
8,26,35,35.362198
8,20,24,14.482459
8,33,38,33.989624
8,16,32,35.384445
8,01,40,41.51607
8,07,29,24.215714
8,02,04,3.92718
8,37,09,20.742086
8,05,07,3.5822172
8,37,34,26.025455
8,23,22,13.226501
8,05,17,50.51864
8,07,06,1.7831575
8,20,40,60.090717
8,30,01,11.680499
8,37,04,32.859077
8,34,19,32.298073
8,36,07,6.564487
8,05,26,1.761091
8,25,24,6.0589294
8,01,06,3.5535014
8,11,29,8.964943
8,22,07,11.92548
8,05,15,3.1180165
8,32,19,16.497633
8,31,24,66.234215
8,22,18,30.463463
8,31,25,7.0501556
8,13,37,62.382824
8,12,05,14.424646
8,03,09,24.02266
8,04,30,7.572651
8,25,06,0.3646292
8,27,12,6.5074058
8,01,08,23.447569
8,03,36,45.019867
8,36,14,3.5130234
8,21,23,21.930853
8,30,20,83.553154
8,16,21,30.97947
8,28,02,7.5411735
8,21,11,5.654378
8,21,12,72.955864
8,39,21,1.3000948
8,20,37,36.398838
8,16,28,21.115356
8,27,24,33.30118
8,33,34,12.316996
8,38,12,43.818096
8,02,19,21.862099
8,38,05,34.098637
8,31,15,41.0397
8,13,34,28.41662
8,27,31,20.850084
8,10,17,8.736321
8,19,12,14.307439
8,36,16,46.97509
8,37,19,38.60977
8,07,22,11.92548
8,11,36,7.6245227
8,34,06,6.3072557
8,20,28,5.552249
8,22,05,15.108572
8,17,21,28.38902
8,24,27,33.30118
8,35,36,14.085028
8,24,02,16.121735
8,22,21,7.149395
8,37,22,10.806535
8,13,35,29.212925
8,20,15,5.212533
8,10,05,27.740765
8,09,32,10.601583
8,27,13,6.067022
8,13,38,28.527449
8,15,24,39.512787
8,25,16,28.857557
8,24,15,39.512787
8,18,16,13.13951
8,01,25,12.471533
8,10,29,3.625358
8,12,21,72.955864
8,18,21,34.733124
8,12,27,6.5074058
8,04,18,26.576384
8,05,32,12.119772
8,36,18,53.27696
8,15,28,28.965445
8,01,39,24.385916
8,25,38,23.470198
8,12,31,26.467613
8,40,27,49.545174
8,36,12,33.928127
8,38,32,36.4053
8,02,35,27.364351
8,20,22,65.74231
8,07,40,17.8944
8,09,30,67.36679
8,08,06,11.4667635
8,18,33,0.73608595
8,38,24,2.1049411
8,23,19,49.24704
8,10,22,19.038494
8,06,29,16.76863
8,36,19,42.85813
8,21,22,7.149395
8,02,37,6.732385
8,28,30,28.529314
8,38,16,46.15542
8,01,27,0.3185837
8,01,11,11.944679
8,16,18,13.13951
8,21,15,5.785764
8,15,26,51.79769
8,27,20,25.933056
8,32,09,10.601583
8,30,29,63.12138
8,10,36,26.53426
8,26,10,32.324474
8,40,05,39.43486
8,22,14,31.49577
8,12,18,14.658731
8,16,33,18.682144
8,18,15,8.835543
8,18,05,4.588338
8,40,09,37.873993
8,33,02,4.6540346
8,22,16,37.404537
8,27,33,6.0922384
8,37,20,36.398838
8,02,13,13.40128
8,36,26,28.534626
8,26,32,15.454073
8,07,23,2.9438531
8,29,06,16.76863
8,15,36,1.7268567
8,20,30,83.553154
8,02,24,16.121735
8,02,33,4.6540346
8,03,10,4.750175
8,20,03,53.940815
8,15,35,37.506138
8,28,15,28.965445
8,18,32,1.5893688
8,30,17,19.42513
8,37,31,1.1882056
8,16,08,18.542845
8,34,20,28.988417
8,37,13,62.382824
8,36,25,29.95219
8,12,14,23.696495
8,40,37,17.314287
8,23,30,11.938703
8,22,15,5.8380995
8,17,23,25.045755
8,05,09,3.1743078
8,31,36,9.125524
8,38,23,16.910368
8,39,02,9.670085
8,16,36,46.97509
8,34,36,25.105406
8,04,16,1.066582
8,25,01,12.471533
8,31,05,38.153706
8,04,23,6.5413
8,08,38,62.179092
8,36,10,26.53426
8,35,19,1.003048
8,32,34,21.985363
8,30,22,22.792105
8,35,05,7.2055354
8,12,22,41.313633
8,28,36,20.755901
8,35,20,24.268446
8,06,16,7.755808
8,08,05,24.458628
8,15,33,5.8929057
8,09,25,18.137344
8,09,10,9.516741
8,14,21,18.94464
8,13,02,13.40128
8,13,10,0.34221777
8,26,30,14.948939
8,06,11,24.04949
8,21,03,25.960592
8,23,05,68.66623
8,40,31,13.590734
8,39,01,24.385916
8,40,24,31.771034
8,18,12,14.658731
8,24,29,7.5379863
8,06,34,6.3072557
8,25,33,4.267053
8,07,05,3.5822172
8,06,26,26.706865
8,09,03,24.02266
8,15,22,5.8380995
8,10,38,18.97414
8,35,40,9.717347
8,19,27,13.771104
8,14,11,6.7227273
8,26,27,6.9139614
8,19,40,56.9606
8,12,37,36.998943
8,38,40,10.962313
8,04,05,34.60743
8,26,31,61.246624
8,13,40,61.240902
8,18,34,11.373018
8,33,20,31.257092
8,08,23,42.751553
8,32,24,14.339956
8,29,13,11.64988
8,03,25,37.21409
8,36,34,25.105406
8,28,24,5.8128233
8,29,36,13.520567
8,20,32,28.999613
8,05,31,38.153706
8,21,36,7.831825
8,21,19,8.566896
8,02,08,30.403067
8,24,20,14.482459
8,14,04,24.129126
8,36,38,12.571741
8,19,38,44.46681
8,18,02,32.731377
8,05,40,39.43486
8,20,21,30.162773
8,04,14,24.129126
8,32,36,43.208744
8,04,17,14.981766
8,23,12,56.04788
8,09,07,24.21916
8,34,40,24.130098
8,40,15,20.465372
8,05,08,24.458628
8,03,02,55.729683
8,04,26,6.0855236
8,40,03,26.912794
8,23,10,31.664133
8,05,38,34.098637
8,27,37,58.35994
8,19,22,52.72297
8,37,32,37.400223
8,40,35,9.717347
8,27,16,11.852286
8,37,05,59.646088
8,13,36,33.614418
8,29,01,5.214251
8,27,19,13.771104
8,15,37,12.815066
8,34,09,9.355413
8,01,29,5.214251
8,28,26,15.327767
8,21,27,3.6536007
8,30,08,66.42184
8,38,20,68.673485
8,07,21,8.14872
8,23,38,16.910368
8,15,06,26.390572
8,22,36,6.0213003
8,23,15,21.23624
8,06,37,19.906584
8,36,28,20.755901
8,36,29,13.520567
8,25,30,47.079006
8,26,18,11.536801
8,33,18,0.73608595
8,16,06,7.755808
8,15,05,3.1180165
8,26,21,4.059614
8,25,19,13.167087
8,28,31,15.8899975
8,35,04,6.093851
8,08,17,41.370525
8,09,08,0.88518584
8,24,38,2.1049411
8,36,02,4.582393
8,17,14,3.2711499
8,19,29,27.48582
8,17,38,4.559802
8,20,34,28.988417
8,37,40,17.314287
8,13,17,14.951778
8,05,22,15.108572
8,06,25,0.3646292
8,13,01,22.214756
8,30,12,75.170944
8,07,10,0.21293105
8,18,07,10.454183
8,32,26,15.454073
8,04,10,7.8084283
8,13,25,22.25438
8,13,21,13.853076
8,03,38,7.0773964
8,35,02,27.364351
8,33,25,4.267053
8,32,05,12.119772
8,30,13,66.91673
8,38,27,43.160732
8,33,16,18.682144
8,15,23,21.23624
8,33,05,13.387765
8,19,30,60.587868
8,29,32,3.5858395
8,35,38,19.09585
8,38,36,12.571741
8,18,23,43.28993
8,15,38,19.727581
8,11,21,5.654378
8,04,39,5.0740294
8,36,32,43.208744
8,28,14,1.9656042
8,31,21,0.14269821
8,02,39,9.670085
8,34,38,21.112276
8,16,25,28.857557
8,26,15,51.79769
8,34,05,39.29654
8,35,15,37.506138
8,36,37,27.767178
8,08,22,5.5909295
8,27,40,49.545174
8,09,05,3.1743078
8,03,21,25.960592
8,40,38,10.962313
8,29,03,4.759855
8,32,03,8.228968
8,29,34,37.46382
8,21,01,2.3172164
8,30,19,60.587868
8,07,15,36.65143
8,23,29,13.422683
8,30,11,10.854729
8,37,07,27.696081
8,11,04,0.32352203
8,07,09,24.21916
8,38,17,4.559802
8,08,27,17.248981
8,33,26,26.388021
8,07,02,23.102083
8,06,08,11.4667635
8,35,26,35.362198
8,06,13,15.135655
8,06,27,2.4573517
8,30,15,5.90366
8,36,01,13.365148
8,22,23,13.226501
8,12,08,10.452976
8,05,06,31.32598
8,23,13,47.33011
8,11,10,17.985907
8,21,26,4.059614
8,22,40,13.63207
8,23,07,2.9438531
8,03,39,9.007295
8,38,09,18.69998
8,23,16,32.328632
8,06,30,2.9054184
8,23,14,40.13047
8,01,35,5.644253
8,36,17,20.936157
8,13,05,14.088687
8,23,18,43.28993
8,36,31,9.125524
8,29,07,24.215714
8,26,01,45.394733
8,30,09,67.36679
8,36,20,29.363848
8,16,19,31.240065
8,11,06,24.04949
8,11,23,16.54654
8,40,18,34.373734
8,18,36,53.27696
8,37,28,32.32148
8,31,03,37.62016
8,21,17,28.38902
8,10,03,4.750175
8,31,18,5.3777285
8,13,15,18.745802
8,21,07,8.14872
8,34,33,12.316996
8,18,03,23.524475
8,19,37,38.60977
8,27,26,6.9139614
8,02,09,55.65965
8,31,40,13.590734
8,30,28,28.529314
8,14,30,38.923225
8,22,08,5.5909295
8,40,14,27.924175
8,38,14,31.73517
8,01,26,45.394733
8,18,40,34.373734
8,12,32,3.1884606
8,10,23,31.664133
8,03,11,3.717612
8,18,25,12.368788
8,34,13,28.41662
8,17,30,19.42513
8,20,25,33.18553
8,37,18,27.00304
8,03,30,16.937336
8,03,05,16.148853
8,30,18,42.292282
8,40,21,0.99358344
8,09,23,23.210783
8,08,29,33.658817
8,13,12,2.1388085
8,04,21,66.274734
8,30,24,6.871864
